StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,code,gameplay,groupsize,experience,roundnum,playagain,complexity,enjoy,speed,effort,anxious,stressed,compsuccess,difficulty,aesthetics,aestheticscare,enjoymost,theme,win
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Enter the code provided to you. If you do not remember it, reach out to your leader before you continue.",The questions in this survey are for Taco Cat Goat Cheese Pizza. Did you play it?,How many people played in your group?,Had you played this game before playing with your recent group?,How many rounds of this game did you play with your group?,How likely are you to play this game again?,"Compared with other games, how would you rate the complexity of this game?",To what extent did you like playing this game?,To what extent do you agree that playing this game required speed?,To what extent do you agree that playing this game required mental effort?,To what extent do you agree that playing this game among others make you feel anxious?,To what extent do you agree that playing this game among others make you feel stressed?,"Compared with the other players in your group, how would you rate your ability to succeed at playing this game?","In terms of your own ability, how would you describe the difficulty of playing this game?",How would you characterize the aesthetics (look and feel) of this game?,To what extent do you care about the aesthetics (look and feel) of a game?,Which of the following best describes what you liked most about playing this game?,To what extent did you like the theme of this game?,Did you win while playing this game with your group?
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_TEXT""}","{""ImportId"":""QID2""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID8""}","{""ImportId"":""QID10""}","{""ImportId"":""QID7""}","{""ImportId"":""QID9""}","{""ImportId"":""QID15""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID16""}","{""ImportId"":""QID21""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID20""}"
2022-09-17 12:56:04,2022-09-17 12:57:24,0,134.173.192.64,100,80,1,2022-09-17 12:57:25,R_1FODMjTvyhHjGX3,,,,,34.1091,-117.7126,anonymous,EN,1904,1,5,2,1,5,3,2,2,3,4,3,4,2,4,2,2,5,1
2022-09-17 12:55:15,2022-09-17 12:58:11,0,134.173.192.64,100,175,1,2022-09-17 12:58:11,R_3NQDWiKPAWLrNEW,,,,,34.1091,-117.7126,anonymous,EN,1905,1,5,2,1,2,2,2,1,4,4,3,2,3,4,1,4,4,1
2022-09-17 12:53:55,2022-09-17 12:58:22,0,134.173.192.68,100,267,1,2022-09-17 12:58:22,R_1FDPuEZbR5zGVvs,,,,,34.1091,-117.7126,anonymous,EN,1903,1,5,2,1,2,4,3,1,2,2,2,1,2,4,1,3,4,0
2022-09-17 12:56:34,2022-09-17 12:59:08,0,134.173.192.69,100,154,1,2022-09-17 12:59:08,R_2ZK2NbFrOUFHvYs,,,,,34.1091,-117.7126,anonymous,EN,1902,1,5,2,1,2,2,2,1,4,3,3,4,3,4,2,1,5,0
2022-09-17 12:55:19,2022-09-17 12:59:23,0,134.173.248.6,100,244,1,2022-09-17 12:59:23,R_2zjN0p1i2EO0s06,,,,,34.1091,-117.7126,anonymous,EN,1901,1,5,2,1,3,5,2,2,3,3,3,4,2,4,3,4,4,0
2022-09-20 21:25:09,2022-09-20 21:27:10,0,134.173.192.68,100,121,1,2022-09-20 21:27:10,R_2S0LDUsz87ipyVr,,,,,34.1091,-117.7126,anonymous,EN,1701,1,6,2,3,5,3,1,1,2,2,3,4,3,4,2,2,4,0
2022-09-20 21:25:09,2022-09-20 21:27:28,0,134.173.192.69,100,138,1,2022-09-20 21:27:28,R_25GUvuCH5woVFyW,,,,,34.1091,-117.7126,anonymous,EN,Shalini Shyamkumar,1,6,2,3,2,3,3,1,3,3,1,4,3,3,2,3,3,0
2022-09-20 21:25:15,2022-09-20 21:27:47,0,134.173.248.16,100,152,1,2022-09-20 21:27:47,R_3k5PnPKvk5CYLRs,,,,,34.1091,-117.7126,anonymous,EN,1704,1,6,2,3,1,1,6,2,3,5,5,5,2,4,2,1,2,0
2022-09-20 21:27:51,2022-09-20 21:37:01,0,134.173.192.68,100,550,1,2022-09-20 21:37:02,R_3I4sHvJrVjhfkOt,,,,,34.1091,-117.7126,anonymous,EN,1702,1,6,2,3,3,2,3,1,3,6,3,4,3,3,3,4,4,0
2022-09-20 21:25:49,2022-09-20 21:47:05,0,134.173.192.64,100,1275,1,2022-09-20 21:47:05,R_RkkzsinHFNjQaOd,,,,,34.1091,-117.7126,anonymous,EN,1703,1,6,2,3,6,1,1,1,2,4,5,6,1,4,2,4,4,1
2022-09-21 09:14:07,2022-09-21 09:15:54,0,134.173.192.69,100,107,1,2022-09-21 09:15:54,R_xaPpxUUyiUGrh3X,,,,,34.1091,-117.7126,anonymous,EN,1705,1,6,1,3,6,3,2,1,3,3,3,4,1,4,1,4,5,0
2022-09-28 17:34:24,2022-09-28 17:36:15,0,134.173.92.8,100,111,1,2022-09-28 17:36:15,R_3nAHyd5aKjXslA1,,,,,34.1091,-117.7126,anonymous,EN,1404,1,5,2,3,5,1,2,1,3,3,4,4,3,5,2,2,5,1
2022-09-28 17:34:13,2022-09-28 17:36:27,0,172.226.7.102,100,133,1,2022-09-28 17:36:27,R_1pGOReJRM3Hbu4K,,,,,34.0544,-118.2441,anonymous,EN,1401,1,5,2,4,2,1,2,6,2,1,6,1,5,4,3,2,4,0
2022-09-28 17:34:31,2022-09-28 17:36:53,0,172.58.27.8,100,142,1,2022-09-28 17:36:53,R_yBKGBa6sVoFDHOx,,,,,34.0767,-118.1802,anonymous,EN,1403,1,5,2,3,6,4,1,1,1,3,3,5,4,4,2,4,4,0
2022-09-28 17:36:22,2022-09-28 17:38:34,0,134.173.92.8,100,131,1,2022-09-28 17:38:34,R_1IHpg0hmKwsvJJY,,,,,34.1091,-117.7126,anonymous,EN,1402,1,5,2,3,5,3,2,2,2,6,5,5,3,4,3,2,5,1
2022-09-28 17:34:41,2022-09-28 17:41:28,0,134.173.248.6,100,407,1,2022-09-28 17:41:29,R_1M55BpeLXfxyYwD,,,,,34.1091,-117.7126,anonymous,EN,1405,1,5,2,3,6,2,1,2,2,5,6,4,3,5,3,2,5,0
2022-10-04 22:50:48,2022-10-04 22:52:26,0,134.173.248.16,100,97,1,2022-10-04 22:52:26,R_1i4mMOAS9FnJfek,,,,,34.1091,-117.7126,anonymous,EN,1104,1,4,2,1,2,2,2,2,3,6,6,2,5,3,2,2,4,0
2022-10-04 22:51:06,2022-10-04 22:53:06,0,134.173.248.6,100,119,1,2022-10-04 22:53:06,R_3PcsbmaiLPkzsNn,,,,,34.1091,-117.7126,anonymous,EN,1102,1,4,2,1,1,2,3,1,4,4,4,4,3,3,2,2,4,0
2022-10-04 22:51:02,2022-10-04 22:53:55,0,172.58.28.27,100,173,1,2022-10-04 22:53:56,R_4VeAHUWCAfi5NUl,,,,,34.0772,-117.4506,anonymous,EN,1103,1,4,2,1,2,2,1,1,3,2,2,3,3,3,2,1,4,0
2022-10-04 22:53:38,2022-10-04 22:58:10,0,134.173.248.6,100,271,1,2022-10-04 22:58:10,R_8A2IEs6oN5CNThf,,,,,34.1091,-117.7126,anonymous,EN,1101,1,4,2,1,3,2,3,1,2,4,3,4,4,4,1,3,4,1
2022-10-11 23:37:57,2022-10-11 23:39:23,0,134.173.248.4,100,86,1,2022-10-11 23:39:24,R_2zx0GVDIo1h8WJJ,,,,,34.1091,-117.7126,anonymous,EN,1303,1,5,2,1,2,4,4,1,2,3,3,1,4,3,2,4,3,0
2022-10-12 08:28:18,2022-10-12 09:02:13,0,134.173.192.70,100,2034,1,2022-10-12 09:02:13,R_Pvvke27q0k58q6l,,,,,34.1091,-117.7126,anonymous,EN,1304,1,5,2,1,2,2,2,1,2,3,2,4,4,2,1,2,2,0
2022-10-12 14:56:46,2022-10-12 14:58:38,0,134.173.192.69,100,111,1,2022-10-12 14:58:38,R_11jf2wjZU0IJJIA,,,,,34.1091,-117.7126,anonymous,EN,1305,1,5,2,1,5,3,2,1,3,3,3,6,2,3,2,2,3,1
2022-10-12 17:28:27,2022-10-12 17:37:22,0,134.173.248.16,100,535,1,2022-10-12 17:37:22,R_2UeVV51G7vYq2eB,,,,,34.1091,-117.7126,anonymous,EN,1801,1,4,2,3,4,3,1,1,1,2,4,4,5,3,3,4,3,0
2022-10-12 18:35:35,2022-10-12 18:37:23,0,134.173.248.16,100,107,1,2022-10-12 18:37:23,R_3dQ9hNh7Wpje1Uc,,,,,34.1091,-117.7126,anonymous,EN,1802,1,4,2,3,4,2,2,2,2,3,2,5,3,2,2,2,3,1
2022-10-12 20:57:44,2022-10-12 21:00:08,0,108.185.59.102,100,143,1,2022-10-12 21:00:08,R_3phGsOFq7ex1uyg,,,,,34.0528,-117.6648,anonymous,EN,1803,1,4,2,3,2,1,3,1,2,4,3,3,1,3,0,4,5,0
2022-10-12 20:58:03,2022-10-12 21:00:18,0,157.242.208.54,100,135,1,2022-10-12 21:00:19,R_3h6kyDM1LEIoCX5,,,,,33.956,-118.3887,anonymous,EN,1804,1,4,2,3,5,3,3,1,3,2,2,4,3,3,3,2,5,0
2022-10-27 16:34:56,2022-10-27 16:37:06,0,134.173.192.69,100,130,1,2022-10-27 16:37:06,R_9Fgn3NT2xuVDg1H,,,,,34.1091,-117.7126,anonymous,EN,1301,1,4,2,1,4,1,3,1,4,4,4,4,2,3,2,4,4,0
2022-11-09 19:04:15,2022-11-09 19:10:48,0,134.173.248.6,100,393,1,2022-11-09 19:10:48,R_2QJRScD6XOXfz6V,,,,,34.1091,-117.7126,anonymous,EN,2002,1,4,2,2,3,2,2,1,4,5,5,4,1,4,2,2,5,1
2022-11-09 19:04:10,2022-11-09 19:11:01,0,134.173.248.6,100,411,1,2022-11-09 19:11:02,R_e41Ja38ALB2gMBb,,,,,34.1091,-117.7126,anonymous,EN,2004,1,4,2,2,4,2,3,2,4,5,4,5,3,4,3,4,4,1
2022-11-09 19:04:09,2022-11-09 19:11:56,0,134.173.192.69,100,467,1,2022-11-09 19:11:56,R_31Nkn4xfKuKHYJO,,,,,34.1091,-117.7126,anonymous,EN,2001,1,4,2,2,4,1,2,1,4,3,2,3,2,5,3,2,5,0
2022-11-09 19:06:57,2022-11-09 19:12:48,0,134.173.248.6,100,351,1,2022-11-09 19:12:49,R_29hlh905PaW4j7w,,,,,34.1091,-117.7126,anonymous,EN,2003,1,4,2,2,2,2,2,1,3,3,2,3,3,4,2,2,4,0
2022-11-12 12:44:14,2022-11-12 12:46:54,0,134.173.92.8,100,160,1,2022-11-12 12:46:55,R_3qscJEUJj0lT08g,,,,,34.1091,-117.7126,anonymous,EN,1002,1,4,2,1,2,2,3,1,3,5,4,4,3,4,2,2,4,0
2022-11-13 20:44:22,2022-11-13 20:46:13,0,134.173.248.16,100,110,1,2022-11-13 20:46:13,R_V24XUAn7DCyq2rv,,,,,34.1091,-117.7126,anonymous,EN,1003,1,4,2,1,1,1,6,1,3,1,1,5,5,4,2,2,1,1
2022-11-13 22:34:18,2022-11-13 22:36:21,0,134.173.192.68,100,123,1,2022-11-13 22:36:22,R_2fpvKri4kbMKF84,,,,,34.1091,-117.7126,anonymous,EN,1302,1,6,2,1,2,1,3,1,4,2,2,4,2,3,2,2,4,0
